,selling_price,km_driven,mileage,engine,max_power,seats,age,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
3124,415000,60000,18.5,1197.0,85.8,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3125,150000,75000,19.7,796.0,46.3,5.0,18,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3126,150000,89000,15.3,1341.0,83.0,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3127,240000,110000,18.1,1493.0,110.0,5.0,18,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3128,170000,90000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3129,550000,40000,28.09,1248.0,88.5,5.0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3130,500000,26000,19.34,1198.0,76.0,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3131,180000,120000,13.0,2489.0,95.0,8.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3132,360000,29000,18.15,1198.0,82.0,6.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3133,400000,120000,19.1,1197.0,85.8,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3134,120000,70000,13.2,1495.0,94.0,5.0,16,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3135,765000,100000,24.3,1248.0,88.5,5.0,9,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3136,919999,90150,24.3,1248.0,88.5,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3137,730000,90000,23.59,1364.0,67.05,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3138,320000,120000,22.95,1248.0,74.0,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3139,455000,90000,25.8,1498.0,98.6,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3140,350000,50000,20.63,1198.0,67.0,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3141,509999,110000,18.49,1493.0,100.0,7.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3142,175000,85700,17.0,1405.0,70.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3143,325000,178000,15.96,2523.0,63.0,9.0,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3144,120000,70000,15.2,1193.0,65.0,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3145,300000,30000,20.36,1197.0,78.9,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3146,500000,100000,26.0,1498.0,98.6,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3147,562000,25339,21.4,1197.0,83.1,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3148,250000,10000,21.1,814.0,55.2,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3149,484999,35000,20.65,1248.0,88.7,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3150,280000,35000,20.36,1197.0,78.9,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3151,571000,68000,20.77,1248.0,88.76,7.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3152,400000,40000,18.6,1197.0,85.8,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3153,295000,120000,19.09,1405.0,69.01,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3154,210000,120000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,19,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3155,250000,25000,15.6,1196.0,70.0,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3156,610000,40000,15.96,2523.0,62.1,7.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3157,175000,60000,22.3,1248.0,74.0,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3158,204999,70000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3159,750000,80000,15.1,2179.0,140.0,7.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3163,589000,41232,26.59,1248.0,74.0,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3168,310000,200000,12.8,2494.0,102.0,8.0,20,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3169,445000,63000,15.3,2956.0,83.8,9.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3170,445000,62000,21.0,1498.0,74.96,7.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3171,450000,68240,13.93,2956.0,138.1,7.0,13,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3172,450000,78000,15.4,1997.0,120.0,7.0,17,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3173,525000,38000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3174,200000,35000,18.9,998.0,67.1,5.0,15,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3175,611000,9000,19.1,1197.0,85.8,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3176,819999,39000,19.67,1582.0,126.2,5.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3177,825000,39000,21.38,1396.0,88.7,5.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3178,599000,92651,21.7,1498.0,98.96,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3179,490000,28000,16.1,1197.0,85.0,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3180,500000,40000,17.57,1193.0,88.7,5.0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3182,1100000,88754,16.0,2179.0,140.0,7.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3183,675000,7000,19.4,1194.0,94.93,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3184,1350000,40000,16.0,2179.0,138.0,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3185,570000,20000,18.9,1197.0,81.86,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3186,455000,50000,24.0,1186.0,73.97,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3187,165000,45000,21.1,814.0,55.2,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3188,925000,22000,17.8,1497.0,117.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3189,215000,100000,25.0,1396.0,69.01,5.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3190,470000,23700,20.4,1197.0,81.8,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3191,470000,23700,20.4,1197.0,81.8,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3192,650000,60000,28.09,1248.0,88.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3193,900000,50000,20.37,1461.0,108.45,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3194,325000,53287,19.465309615957125,19.465309615957125,1.0,19.465309615957125,14,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3195,190000,100000,17.8,1399.0,67.0,5.0,16,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3196,715000,60000,21.19,1396.0,88.73,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3197,227999,60000,25.0,1396.0,69.01,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3199,200000,40000,25.44,936.0,56.3,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3200,400000,110000,26.6,998.0,58.16,5.0,8,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3201,725000,110000,24.52,1248.0,88.5,7.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3202,300000,80000,20.0,1399.0,68.05,5.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3203,1151000,69500,12.99,2494.0,100.6,8.0,9,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3204,225000,33000,20.63,1198.0,67.0,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3205,380000,80000,19.81,1086.0,68.05,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3206,630000,5000,18.6,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3207,351000,25000,20.36,1197.0,78.9,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3208,199000,50000,20.86,1199.0,75.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3209,850000,50000,17.6,2179.0,147.94,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3210,105000,120000,18.0,1248.0,75.0,5.0,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3211,300000,120000,18.8,1248.0,90.0,5.0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3212,950000,80000,12.99,2494.0,100.6,7.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3213,430000,110000,18.49,1493.0,100.0,7.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3214,2100000,80000,10.91,3198.0,197.0,7.0,9,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3215,540000,30000,24.0,1186.0,73.97,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3216,175000,60000,17.8,1086.0,63.0,5.0,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3217,1150000,44000,17.01,1582.0,126.2,5.0,7,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3218,350000,5000,22.05,796.0,47.3,5.0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3219,690000,18000,18.6,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3220,535000,80000,22.54,1396.0,88.73,5.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3221,730000,100000,24.3,1248.0,88.5,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3222,280000,19000,21.1,814.0,55.2,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3223,650000,33000,21.21,1197.0,81.8,5.0,6,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3224,520000,162000,12.8,2494.0,102.0,7.0,13,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3225,360000,65000,20.14,1197.0,81.86,5.0,5,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3226,250000,170000,19.3,1248.0,73.9,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3227,575000,40000,21.66,1498.0,108.62,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3228,170000,120000,19.09,1396.0,69.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3229,711000,53000,24.3,1248.0,88.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3230,250000,90000,18.9,998.0,67.1,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3231,675000,35000,26.59,1248.0,74.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3232,325000,50000,20.51,998.0,67.04,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3233,250000,20000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3234,740000,38000,28.4,1248.0,74.0,5.0,6,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3242,1750000,73000,12.0,2354.0,187.4,5.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0
3244,800000,28050,28.09,1248.0,88.5,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3245,1825000,58000,12.0,2354.0,187.4,5.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0
3246,1295000,58000,17.6,2179.0,153.86,7.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3247,425000,69000,19.87,1461.0,83.8,5.0,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3248,4090000,70000,12.0,2987.0,224.0,7.0,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3249,910000,40000,17.6,1582.0,126.2,5.0,10,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3253,325000,142000,15.96,2523.0,62.1,7.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3254,500000,22947,20.4,1197.0,81.8,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3255,300000,30000,20.36,1197.0,78.9,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3256,270000,7672,21.1,814.0,55.2,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3257,160000,36659,19.7,796.0,46.3,5.0,15,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3258,210000,60000,16.8,796.0,34.2,8.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3259,850000,120000,15.1,2179.0,140.0,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3260,880000,120000,15.1,2179.0,140.0,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3261,150000,39000,16.9,1061.0,64.9,5.0,15,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3262,775000,45000,18.49,1493.0,100.0,7.0,10,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3263,160000,70000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3264,220000,100000,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3265,670000,48000,22.54,1396.0,88.73,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3266,780000,35000,22.54,1396.0,88.73,5.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3267,515000,23000,21.4,1197.0,83.1,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3268,800000,14000,22.54,1396.0,88.73,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3270,850000,60000,15.1,2179.0,140.0,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3271,200000,60000,21.1,814.0,55.2,5.0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3272,140000,150000,19.4,1422.0,70.0,5.0,17,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3273,800000,80000,17.01,1591.0,121.3,5.0,9,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3274,250000,35000,20.92,998.0,67.1,5.0,12,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3275,800000,44500,25.1,1248.0,88.5,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3276,600000,60000,26.21,1248.0,88.5,5.0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3277,250000,120000,21.8,1461.0,78.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3278,500000,80000,25.8,1498.0,98.6,5.0,9,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3279,750000,9900,11.96,1298.0,80.0,8.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3280,650000,68000,22.9,1248.0,74.0,5.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3281,350000,40000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,13,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3282,950000,60000,21.9,1498.0,98.6,7.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3283,580000,110000,13.58,2499.0,72.4,10.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3284,640000,10000,18.9,1197.0,81.86,5.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3285,800000,80000,11.79,2179.0,120.0,8.0,11,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3286,347000,30000,19.0,998.0,66.1,5.0,14,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3287,1000000,120000,15.1,2179.0,140.0,7.0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3288,300000,35000,21.1,814.0,55.2,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3289,493000,40000,20.3,1199.0,84.0,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3290,370000,60000,18.9,1197.0,82.0,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3291,250000,90000,19.3,1248.0,73.9,5.0,17,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3292,300000,20000,22.5,999.0,67.0,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3293,450000,40000,24.04,999.0,67.0,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3294,185000,124316,20.0,1399.0,68.0,5.0,15,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3295,1225000,6544,20.0,1497.0,115.0,5.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3296,1000000,50000,12.99,2494.0,100.6,8.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3297,600000,10000,18.6,1197.0,81.83,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3298,1100000,50000,15.1,2179.0,152.87,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3299,360000,30000,18.9,1197.0,81.86,5.0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3300,285000,69000,17.5,1298.0,85.8,5.0,13,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3301,350000,49600,25.32,1198.0,77.0,6.0,9,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3302,130000,30000,19.81,1086.0,68.05,5.0,17,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3303,500000,198000,18.2,1248.0,73.74,8.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3304,350000,80000,17.0,1197.0,80.0,5.0,15,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3305,685000,19000,21.4,1197.0,83.1,5.0,6,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3306,399000,5000,21.94,1196.0,61.7,5.0,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0
3307,525000,10000,18.9,1197.0,81.86,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3308,765000,40000,17.5,1373.0,91.1,7.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3309,450000,97000,22.9,1248.0,74.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3310,78000,80000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,26,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3311,390000,30000,19.69,1198.0,67.04,5.0,11,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3312,940000,120000,24.52,1248.0,88.5,7.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3313,650000,120000,19.01,1461.0,108.45,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3314,320000,103994,20.0,1399.0,68.0,5.0,13,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3315,145000,70000,13.4,1794.0,125.0,5.0,22,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3316,670000,70000,25.83,1498.0,99.0,5.0,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3317,350000,115000,21.5,1248.0,88.8,5.0,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3318,285000,178000,22.3,1248.0,74.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3319,300000,40000,19.0,998.0,67.1,5.0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3320,300000,80000,20.0,1399.0,68.0,5.0,14,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3321,810000,98000,12.07,2967.0,241.4,7.0,16,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3322,90000,118000,16.8,1405.0,62.0,5.0,16,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3323,100000,100000,19.7,796.0,46.3,5.0,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3324,90000,120000,17.88,1396.0,52.8,5.0,16,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3325,459999,120000,13.5,2609.0,115.0,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3326,525000,217000,12.8,2494.0,102.0,8.0,16,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3327,250000,65000,18.9,998.0,67.1,5.0,14,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3328,300000,41000,20.36,1197.0,78.9,5.0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3329,130000,120000,16.1,1298.0,88.2,5.0,20,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3330,199000,70000,20.92,998.0,67.1,5.0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3331,545000,90000,20.46,1461.0,83.8,5.0,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3332,570000,80000,20.77,1248.0,88.8,7.0,11,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3333,150000,120000,16.9,1497.0,100.0,5.0,19,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3334,114999,100000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3335,450000,35000,20.3,1199.0,84.0,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3336,600000,5000,20.0,999.0,72.0,7.0,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3337,610000,110000,24.3,1248.0,88.5,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3338,690000,20000,18.6,1197.0,81.83,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3339,790000,15000,17.0,1198.0,108.5,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3340,254999,40000,20.92,998.0,67.1,5.0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3341,500000,41000,18.7,1199.0,88.7,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3342,340000,100000,13.6,2523.0,63.0,7.0,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3343,245000,110000,13.6,2523.0,63.0,7.0,18,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3344,340000,120000,17.8,1399.0,67.0,5.0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3345,221000,35008,21.79,998.0,67.05,5.0,17,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3346,270000,31100,22.7,799.0,53.64,5.0,8,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3347,455000,42312,24.4,1120.0,71.0,5.0,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3348,300000,72000,17.6,1496.0,88.7,5.0,14,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3349,480000,54891,23.59,1364.0,67.04,5.0,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3350,1000000,30000,22.0,1582.0,126.2,5.0,7,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3351,2600000,44000,22.69,1995.0,190.0,5.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3352,1850000,18890,11.36,2755.0,171.5,7.0,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3353,1000000,75010,13.73,1995.0,148.0,5.0,12,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3354,245000,100000,23.08,1461.0,63.1,5.0,13,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3355,625000,4337,18.9,1197.0,82.0,5.0,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0
3356,560000,14495,18.78,999.0,75.0,5.0,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3357,1475000,24000,15.1,2179.0,152.87,7.0,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3358,425000,83585,21.43,1364.0,87.2,5.0,15,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3359,550000,31000,17.21,1197.0,103.6,5.0,11,0,0,0,1,1,0,0,1,0,0,0,1,0,0
3360,1475000,100000,13.68,2393.0,147.8,7.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3361,750000,48406,19.87,1461.0,83.8,5.0,8,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3362,570000,56239,22.54,1396.0,88.73,5.0,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3363,585000,33243,21.4,1197.0,83.1,5.0,10,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3364,600000,26000,19.0,1199.0,88.7,5.0,9,0,0,0,1,1,0,0,1,0,1,0,0,0,0
3365,415000,90000,19.465309615957125,19.465309615957125,1.0,19.465309615957125,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3366,530000,120000,17.19,1197.0,81.86,5.0,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3373,150000,15858,13.8,1299.0,70.0,5.0,20,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3374,310000,15000,24.7,796.0,47.3,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3375,500000,50000,13.58,2499.0,72.4,9.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3376,200000,60000,25.44,936.0,57.6,5.0,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3377,900000,35000,21.04,1461.0,83.8,7.0,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3378,75000,90000,12.8,1489.0,35.5,5.0,25,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3379,400000,50000,20.4,1197.0,83.11,5.0,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3380,650000,110000,24.5,1498.0,98.6,7.0,10,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3381,480000,87847,28.4,1248.0,74.0,5.0,10,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3382,140000,35000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3383,550000,5000,22.0,1197.0,81.8,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3384,380000,29000,20.51,998.0,67.0,5.0,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3385,440000,20000,19.09,1405.0,69.01,5.0,9,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3386,630000,15000,21.21,1197.0,81.8,5.0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3387,250000,40000,25.17,799.0,53.3,5.0,8,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3388,120000,17000,19.7,796.0,46.3,5.0,16,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3389,287000,120000,21.12,1248.0,88.8,5.0,13,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3390,550000,45000,21.4,1197.0,83.1,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3391,950000,60000,15.4,1997.0,120.0,7.0,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3392,1630000,25000,17.0,1956.0,138.1,5.0,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3393,501000,80000,25.01,1498.0,89.75,5.0,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3394,550000,70000,15.96,2523.0,62.1,7.0,11,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3395,300000,25000,22.74,796.0,47.3,5.0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0
3396,300000,50000,20.51,998.0,67.04,5.0,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1
